sent_text,lemmas_and_tags,link,author,name
"У меня есть для вас приятный сюрприз, не могли бы вы открыть мне доступ, - настроить камин было делом пары минут.","[['У', 'у', 'PREP'], ['меня', 'я', 'NPRO'], ['есть', 'есть', 'INTJ'], ['для', 'для', 'PREP'], ['вас', 'вы', 'NPRO'], ['приятный', 'приятный', 'ADJ'], ['сюрприз', 'сюрприз', 'NOUN'], [',', ',', 'None'], ['не', 'не', 'PRCL'], ['могли', 'мочь', 'VERB'], ['бы', 'бы', 'PRCL'], ['вы', 'вы', 'NPRO'], ['открыть', 'открыть', 'VERB'], ['мне', 'я', 'NPRO'], ['доступ', 'доступ', 'NOUN'], [',', ',', 'None'], ['-', '-', 'None'], ['настроить', 'настроить', 'VERB'], ['камин', 'камин', 'NOUN'], ['было', 'быть', 'VERB'], ['делом', 'дело', 'NOUN'], ['пары', 'пара', 'NOUN'], ['минут', 'минута', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
"Любопытство пересилило в темной ведьме осторожность, так что через минуту Лили уже стояла в гостиной особняка на площади Гриммо с чемоданом, Гарри и двумя банками с жабами под мышкой.","[['Любопытство', 'любопытство', 'NOUN'], ['пересилило', 'пересилить', 'VERB'], ['в', 'в', 'PREP'], ['темной', 'тёмный', 'ADJ'], ['ведьме', 'ведьма', 'NOUN'], ['осторожность', 'осторожность', 'NOUN'], [',', ',', 'None'], ['так', 'так', 'CONJ'], ['что', 'что', 'CONJ'], ['через', 'через', 'PREP'], ['минуту', 'минута', 'NOUN'], ['Лили', 'лить', 'VERB'], ['уже', 'уже', 'ADVB'], ['стояла', 'стоялый', 'ADJ'], ['в', 'в', 'PREP'], ['гостиной', 'гостиный', 'ADJ'], ['особняка', 'особняк', 'NOUN'], ['на', 'на', 'PREP'], ['площади', 'площадь', 'NOUN'], ['Гриммо', 'гриммо', 'NOUN'], ['с', 'с', 'PREP'], ['чемоданом', 'чемодан', 'NOUN'], [',', ',', 'None'], ['Гарри', 'гарри', 'NOUN'], ['и', 'и', 'CONJ'], ['двумя', 'два', 'NUMR'], ['банками', 'банка', 'NOUN'], ['с', 'с', 'PREP'], ['жабами', 'жаба', 'NOUN'], ['под', 'под', 'PREP'], ['мышкой', 'мышка', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
"- Это вам, - протянула одну из банок.","[['-', '-', 'None'], ['Это', 'это', 'PRCL'], ['вам', 'вы', 'NPRO'], [',', ',', 'None'], ['-', '-', 'None'], ['протянула', 'протянуть', 'VERB'], ['одну', 'один', 'ADJ'], ['из', 'из', 'PREP'], ['банок', 'банка', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
"На лице леди темного семейства отразилось недоумение, она посмотрела на подарок, на дарительницу, еще раз на подарок.","[['На', 'на', 'PREP'], ['лице', 'лицо', 'NOUN'], ['леди', 'леди', 'NOUN'], ['темного', 'тёмный', 'ADJ'], ['семейства', 'семейство', 'NOUN'], ['отразилось', 'отразиться', 'VERB'], ['недоумение', 'недоумение', 'NOUN'], [',', ',', 'None'], ['она', 'она', 'NPRO'], ['посмотрела', 'посмотреть', 'VERB'], ['на', 'на', 'PREP'], ['подарок', 'подарок', 'NOUN'], [',', ',', 'None'], ['на', 'на', 'PREP'], ['дарительницу', 'дарительница', 'NOUN'], [',', ',', 'None'], ['еще', 'ещё', 'PRCL'], ['раз', 'раз', 'NOUN'], ['на', 'на', 'PREP'], ['подарок', 'подарок', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
"Крупная, влажная от слизи жаба возмущенно надувала горловой пузырь и пыталась выбраться наружу, скользя по прозрачным стенкам.","[['Крупная', 'крупный', 'ADJ'], [',', ',', 'None'], ['влажная', 'влажный', 'ADJ'], ['от', 'от', 'PREP'], ['слизи', 'слизь', 'NOUN'], ['жаба', 'жаба', 'NOUN'], ['возмущенно', 'возмущенно', 'ADVB'], ['надувала', 'надувать', 'VERB'], ['горловой', 'горловой', 'ADJ'], ['пузырь', 'пузырь', 'NOUN'], ['и', 'и', 'CONJ'], ['пыталась', 'пытаться', 'VERB'], ['выбраться', 'выбраться', 'VERB'], ['наружу', 'наружу', 'ADVB'], [',', ',', 'None'], ['скользя', 'скользить', 'GRND'], ['по', 'по', 'PREP'], ['прозрачным', 'прозрачный', 'ADJ'], ['стенкам', 'стенка', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
Лили терпеливо ожидала.,"[['Лили', 'лить', 'VERB'], ['терпеливо', 'терпеливо', 'ADVB'], ['ожидала', 'ожидать', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
Озарение возникло неожиданно и быстро.,"[['Озарение', 'озарение', 'NOUN'], ['возникло', 'возникнуть', 'VERB'], ['неожиданно', 'неожиданно', 'ADVB'], ['и', 'и', 'CONJ'], ['быстро', 'быстро', 'ADVB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
Леди Вальбурга вгляделась в подарок.,"[['Леди', 'леди', 'NOUN'], ['Вальбурга', 'вальбург', 'NOUN'], ['вгляделась', 'вглядеться', 'VERB'], ['в', 'в', 'PREP'], ['подарок', 'подарок', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
"- Это то, что я думаю?","[['-', '-', 'None'], ['Это', 'это', 'PRCL'], ['то', 'то', 'CONJ'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['я', 'я', 'NPRO'], ['думаю', 'думать', 'VERB'], ['?', '?', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
"- Да, дорогой крестный моего сына, - с ла-асковой улыбкой подтвердила миссис Поттер.","[['-', '-', 'None'], ['Да', 'да', 'PRCL'], [',', ',', 'None'], ['дорогой', 'дорогой', 'ADVB'], ['крестный', 'крестный', 'ADJ'], ['моего', 'мой', 'ADJ'], ['сына', 'сын', 'NOUN'], [',', ',', 'None'], ['-', '-', 'None'], ['с', 'с', 'PREP'], ['ла-асковой', 'ла-аскова', 'NOUN'], ['улыбкой', 'улыбка', 'NOUN'], ['подтвердила', 'подтвердить', 'VERB'], ['миссис', 'миссис', 'NOUN'], ['Поттер', 'поттер', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4678689,Шион Недзуми,Бывшая староста Гриффиндора
